Collection,All Books
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Ad Hoc Requests
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,19
jobs_active_this_fiscal_year,6
books_done_this_period,1
jobs_killed_this_period,3
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,6
PDF Generation Script,0
Collection,Copyright Problems
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,50
jobs_active_this_fiscal_year,49
books_done_this_period,0
jobs_killed_this_period,1
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,49
PDF Generation Script,0
Collection,Spanish Plays
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,154
jobs_active_this_fiscal_year,45
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,45
PDF Generation Script,0
Collection,WPA
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,207
jobs_active_this_fiscal_year,14
books_done_this_period,2
jobs_killed_this_period,2
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,14
PDF Generation Script,0
Collection,HUD
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,29
jobs_active_this_fiscal_year,11
books_done_this_period,56
jobs_killed_this_period,8
Scan,1
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
